===BEGIN_METADATA===
Test Type: Force Cycle,Force: 20N,Cycles: 100,Dwell Time: 1sec,Tool Accuracy: +/-0.05N
Test Number in Session: 01,Time since Last Test: ~30min
Number of ICB-Sensors: 1,Sensor Label(s): A
ICB-Sensor A's Serial#: 001,Length: 100mm,Spacing: 40mm,Saturation Load: 70N,Factor of Safety at Saturation: 1.5
ICB-Sensor A's Latest Calibration: N/A, kA1: 1.0, dA1: 1.0, cA1: 1.0, kA2: 1.0, dA2: 1.0, cA2: 1.0
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_90SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,ID: Hi-STIFFS_Nano,CPU Clock: 240MHz,Cores: 2,Data-stream Connection: Wi-Fi
===END_METADATA===
===BEGIN_DATA===
Time_A,Strain_A1_raw,Strain_A2_raw,Time_B,Strain_B1_raw,Strain_B2_raw,Current_Time
580.815986,+0117231,-0257239,580.815986,+0117231,-0257239,12:07:15.982297
580.825986,+0116595,-0258103,580.825986,+0116595,-0258103,12:07:15.982297
580.835986,+0117432,-0257694,580.835986,+0117432,-0257694,12:07:15.982297
580.845983,+0116745,-0257752,580.845983,+0116745,-0257752,12:07:16.029122
580.856028,+0116884,-0258193,580.856028,+0116884,-0258193,12:07:16.029122
580.866033,+0117192,-0257283,580.866033,+0117192,-0257283,12:07:16.029122
580.876052,+0116457,-0258151,580.876052,+0116457,-0258151,12:07:16.029122
580.886068,+0117345,-0257775,580.886068,+0117345,-0257775,12:07:16.029122
580.896068,+0116571,-0257830,580.896068,+0116571,-0257830,12:07:16.075095
580.906169,+0116729,-0258213,580.906169,+0116729,-0258213,12:07:16.076095
580.916165,+0116963,-0257352,580.916165,+0116963,-0257352,12:07:16.077093
580.926161,+0116336,-0258146,580.926161,+0116336,-0258146,12:07:16.077093
580.936162,+0117217,-0257721,580.936162,+0117217,-0257721,12:07:16.077093
580.946158,+0116589,-0257688,580.946158,+0116589,-0257688,12:07:16.121483
580.956187,+0116752,-0258430,580.956187,+0116752,-0258430,12:07:16.122486
580.966185,+0116830,-0257399,580.966185,+0116830,-0257399,12:07:16.122486
580.976207,+0116323,-0258196,580.976207,+0116323,-0258196,12:07:16.122486
580.986222,+0117211,-0257822,580.986222,+0117211,-0257822,12:07:16.168365
580.996256,+0116643,-0257608,580.996256,+0116643,-0257608,12:07:16.168365
581.006255,+0116787,-0258199,581.006255,+0116787,-0258199,12:07:16.168365
581.016262,+0117181,-0257451,581.016262,+0117181,-0257451,12:07:16.168365
581.026258,+0116487,-0258167,581.026258,+0116487,-0258167,12:07:16.168365
581.036254,+0117403,-0257712,581.036254,+0117403,-0257712,12:07:16.215072
581.046342,+0116921,-0257474,581.046342,+0116921,-0257474,12:07:16.215072
581.056338,+0117158,-0258200,581.056338,+0117158,-0258200,12:07:16.216082
581.066335,+0117482,-0257017,581.066335,+0117482,-0257017,12:07:16.216082
581.076358,+0116799,-0258060,581.076358,+0116799,-0258060,12:07:16.216082
581.086372,+0118789,-0257078,581.086372,+0118789,-0257078,12:07:16.263164
581.096406,+0118383,-0256821,581.096406,+0118383,-0256821,12:07:16.263164
581.106408,+0117404,-0258270,581.106408,+0117404,-0258270,12:07:16.264163
581.116402,+0117255,-0257350,581.116402,+0117255,-0257350,12:07:16.264163
581.126400,+0116510,-0258231,581.126400,+0116510,-0258231,12:07:16.310208
581.136450,+0117682,-0257569,581.136450,+0117682,-0257569,12:07:16.311206
581.146444,+0117250,-0257591,581.146444,+0117250,-0257591,12:07:16.311206
581.156440,+0117114,-0258254,581.156440,+0117114,-0258254,12:07:16.311206
581.166436,+0117550,-0257268,581.166436,+0117550,-0257268,12:07:16.311206
581.176460,+0116848,-0258018,581.176460,+0116848,-0258018,12:07:16.357493
581.186499,+0117553,-0257735,581.186499,+0117553,-0257735,12:07:16.357493
581.196499,+0117442,-0257441,581.196499,+0117442,-0257441,12:07:16.358656
581.206495,+0117523,-0257937,581.206495,+0117523,-0257937,12:07:16.358656
581.216492,+0117910,-0257048,581.216492,+0117910,-0257048,12:07:16.358656
581.226491,+0117355,-0257620,581.226491,+0117355,-0257620,12:07:16.405047
581.236523,+0118280,-0257284,581.236523,+0118280,-0257284,12:07:16.406044
581.246522,+0117684,-0257105,581.246522,+0117684,-0257105,12:07:16.406044
581.256520,+0117748,-0257905,581.256520,+0117748,-0257905,12:07:16.406044
581.266521,+0118005,-0257052,581.266521,+0118005,-0257052,12:07:16.406044
581.276543,+0117336,-0257659,581.276543,+0117336,-0257659,12:07:16.450068
581.286575,+0118274,-0257410,581.286575,+0118274,-0257410,12:07:16.450068
581.296586,+0117766,-0256946,581.296586,+0117766,-0256946,12:07:16.451063
581.306582,+0118414,-0257354,581.306582,+0118414,-0257354,12:07:16.451063
581.316586,+0118944,-0257169,581.316586,+0118944,-0257169,12:07:16.495764
581.326643,+0116588,-0258137,581.326643,+0116588,-0258137,12:07:16.495764
581.336643,+0117444,-0257795,581.336643,+0117444,-0257795,12:07:16.495764
581.346640,+0117037,-0257495,581.346640,+0117037,-0257495,12:07:16.495764
581.356636,+0117260,-0258070,581.356636,+0117260,-0258070,12:07:16.495764
581.366632,+0117771,-0257222,581.366632,+0117771,-0257222,12:07:16.542790
581.376669,+0116978,-0257984,581.376669,+0116978,-0257984,12:07:16.542790
581.386689,+0117660,-0257659,581.386689,+0117660,-0257659,12:07:16.543797
581.396704,+0117198,-0257490,581.396704,+0117198,-0257490,12:07:16.543797
581.406703,+0117319,-0258132,581.406703,+0117319,-0258132,12:07:16.591359
581.416738,+0117560,-0257253,581.416738,+0117560,-0257253,12:07:16.592356
581.426735,+0116978,-0257753,581.426735,+0116978,-0257753,12:07:16.592356
581.436735,+0117655,-0257614,581.436735,+0117655,-0257614,12:07:16.592356
581.446732,+0117400,-0257354,581.446732,+0117400,-0257354,12:07:16.593356
581.456733,+0117427,-0258118,581.456733,+0117427,-0258118,12:07:16.636226
581.466764,+0117868,-0257269,581.466764,+0117868,-0257269,12:07:16.636226
581.476758,+0116943,-0257779,581.476758,+0116943,-0257779,12:07:16.636226
581.486780,+0117951,-0257651,581.486780,+0117951,-0257651,12:07:16.636226
581.496793,+0117354,-0257363,581.496793,+0117354,-0257363,12:07:16.636226
581.506794,+0117545,-0258167,581.506794,+0117545,-0258167,12:07:16.684660
581.516825,+0117913,-0257145,581.516825,+0117913,-0257145,12:07:16.684660
581.526828,+0117106,-0257836,581.526828,+0117106,-0257836,12:07:16.684660
581.536825,+0117999,-0257645,581.536825,+0117999,-0257645,12:07:16.685660
581.546819,+0117407,-0257301,581.546819,+0117407,-0257301,12:07:16.730422
581.556845,+0117511,-0258068,581.556845,+0117511,-0258068,12:07:16.730422
581.566880,+0117946,-0257241,581.566880,+0117946,-0257241,12:07:16.731572
581.576880,+0117158,-0257855,581.576880,+0117158,-0257855,12:07:16.731572
581.586899,+0117909,-0257681,581.586899,+0117909,-0257681,12:07:16.731572
581.596910,+0117392,-0257293,581.596910,+0117392,-0257293,12:07:16.776186
581.606963,+0117503,-0258092,581.606963,+0117503,-0258092,12:07:16.776186
581.616958,+0117873,-0257062,581.616958,+0117873,-0257062,12:07:16.776186
581.626954,+0117109,-0257934,581.626954,+0117109,-0257934,12:07:16.777187
581.636946,+0117960,-0257650,581.636946,+0117960,-0257650,12:07:16.777187
581.646941,+0117506,-0257250,581.646941,+0117506,-0257250,12:07:16.825126
581.656975,+0117814,-0257856,581.656975,+0117814,-0257856,12:07:16.825126
581.666974,+0118526,-0256861,581.666974,+0118526,-0256861,12:07:16.825126
581.676972,+0117958,-0257398,581.676972,+0117958,-0257398,12:07:16.825126
581.686993,+0118926,-0257284,581.686993,+0118926,-0257284,12:07:16.872139
581.697022,+0118483,-0256814,581.697022,+0118483,-0256814,12:07:16.872139
581.707053,+0118464,-0257496,581.707053,+0118464,-0257496,12:07:16.873066
581.717064,+0119060,-0256731,581.717064,+0119060,-0256731,12:07:16.873066
581.727074,+0118192,-0257145,581.727074,+0118192,-0257145,12:07:16.873066
581.737068,+0119238,-0256970,581.737068,+0119238,-0256970,12:07:16.918741
581.747105,+0118850,-0256624,581.747105,+0118850,-0256624,12:07:16.919658
581.757114,+0118953,-0257402,581.757114,+0118953,-0257402,12:07:16.919658
581.767111,+0119368,-0256359,581.767111,+0119368,-0256359,12:07:16.919658
581.777109,+0118474,-0257071,581.777109,+0118474,-0257071,12:07:16.920652
581.787108,+0119412,-0256890,581.787108,+0119412,-0256890,12:07:16.966974
581.797183,+0119019,-0256439,581.797183,+0119019,-0256439,12:07:16.966974
581.807195,+0118977,-0257263,581.807195,+0118977,-0257263,12:07:16.966974
581.817189,+0119565,-0256336,581.817189,+0119565,-0256336,12:07:16.966974
581.827185,+0118923,-0256762,581.827185,+0118923,-0256762,12:07:16.966974
581.837182,+0120055,-0256490,581.837182,+0120055,-0256490,12:07:17.013993
581.847216,+0120027,-0255853,581.847216,+0120027,-0255853,12:07:17.013993
581.857213,+0120011,-0256651,581.857213,+0120011,-0256651,12:07:17.013993
581.867209,+0120765,-0255705,581.867209,+0120765,-0255705,12:07:17.013993
581.877207,+0119986,-0256356,581.877207,+0119986,-0256356,12:07:17.058399
581.887238,+0120932,-0256135,581.887238,+0120932,-0256135,12:07:17.058399
581.897256,+0120458,-0255499,581.897256,+0120458,-0255499,12:07:17.058399
581.907272,+0120424,-0256423,581.907272,+0120424,-0256423,12:07:17.058399
581.917266,+0121025,-0255575,581.917266,+0121025,-0255575,12:07:17.058399
581.927263,+0120317,-0256123,581.927263,+0120317,-0256123,12:07:17.105790
581.937297,+0121156,-0256011,581.937297,+0121156,-0256011,12:07:17.105790
581.947294,+0120805,-0255488,581.947294,+0120805,-0255488,12:07:17.105790
581.957290,+0120730,-0256432,581.957290,+0120730,-0256432,12:07:17.105790
581.967286,+0121284,-0255466,581.967286,+0121284,-0255466,12:07:17.105790
581.977284,+0120683,-0255953,581.977284,+0120683,-0255953,12:07:17.152851
581.987315,+0121349,-0255860,581.987315,+0121349,-0255860,12:07:17.153942
581.997347,+0121199,-0255247,581.997347,+0121199,-0255247,12:07:17.153942
582.007366,+0121454,-0256098,582.007366,+0121454,-0256098,12:07:17.153942
582.017360,+0122009,-0255075,582.017360,+0122009,-0255075,12:07:17.197946
582.027394,+0121480,-0255438,582.027394,+0121480,-0255438,12:07:17.199032
582.037391,+0122368,-0255314,582.037391,+0122368,-0255314,12:07:17.199032
582.047385,+0122244,-0254807,582.047385,+0122244,-0254807,12:07:17.199032
582.057381,+0122294,-0255562,582.057381,+0122294,-0255562,12:07:17.199032
582.067374,+0122807,-0254618,582.067374,+0122807,-0254618,12:07:17.245903
582.077406,+0122067,-0255178,582.077406,+0122067,-0255178,12:07:17.245903
582.087407,+0122990,-0255143,582.087407,+0122990,-0255143,12:07:17.245903
582.097429,+0122603,-0254636,582.097429,+0122603,-0254636,12:07:17.246889
582.107447,+0122552,-0255503,582.107447,+0122552,-0255503,12:07:17.291108
582.117486,+0123119,-0254667,582.117486,+0123119,-0254667,12:07:17.292106
582.127522,+0122279,-0255091,582.127522,+0122279,-0255091,12:07:17.292106
582.137519,+0123017,-0254996,582.137519,+0123017,-0254996,12:07:17.293105
582.147515,+0122831,-0254497,582.147515,+0122831,-0254497,12:07:17.293105
582.157509,+0122589,-0255378,582.157509,+0122589,-0255378,12:07:17.337227
582.167541,+0123519,-0254317,582.167541,+0123519,-0254317,12:07:17.338228
582.177540,+0122872,-0254642,582.177540,+0122872,-0254642,12:07:17.338228
582.187536,+0123817,-0254504,582.187536,+0123817,-0254504,12:07:17.338228
582.197552,+0123745,-0253921,582.197552,+0123745,-0253921,12:07:17.338228
582.207569,+0123767,-0254806,582.207569,+0123767,-0254806,12:07:17.384770
582.217601,+0124522,-0253901,582.217601,+0124522,-0253901,12:07:17.384770
582.227597,+0123671,-0254220,582.227597,+0123671,-0254220,12:07:17.384770
582.237593,+0124562,-0254172,582.237593,+0124562,-0254172,12:07:17.384770
582.247589,+0124424,-0253665,582.247589,+0124424,-0253665,12:07:17.433490
582.257654,+0124133,-0254451,582.257654,+0124133,-0254451,12:07:17.433490
582.267690,+0124892,-0253575,582.267690,+0124892,-0253575,12:07:17.433490
582.277685,+0124160,-0254018,582.277685,+0124160,-0254018,12:07:17.433490
582.287681,+0124849,-0253954,582.287681,+0124849,-0253954,12:07:17.434484
582.297677,+0124613,-0253386,582.297677,+0124613,-0253386,12:07:17.478927
582.307735,+0124321,-0254307,582.307735,+0124321,-0254307,12:07:17.479926
582.317743,+0125127,-0253460,582.317743,+0125127,-0253460,12:07:17.479926
582.327741,+0124173,-0253872,582.327741,+0124173,-0253872,12:07:17.479926
582.337738,+0125112,-0254034,582.337738,+0125112,-0254034,12:07:17.479926
582.347736,+0125024,-0253102,582.347736,+0125024,-0253102,12:07:17.524603
582.357767,+0125192,-0253973,582.357767,+0125192,-0253973,12:07:17.525598
582.367766,+0126007,-0253003,582.367766,+0126007,-0253003,12:07:17.525598
582.377762,+0125480,-0253323,582.377762,+0125480,-0253323,12:07:17.525598
582.387758,+0126222,-0253308,582.387758,+0126222,-0253308,12:07:17.572973
582.397835,+0126103,-0252631,582.397835,+0126103,-0252631,12:07:17.573981
582.407867,+0126030,-0253518,582.407867,+0126030,-0253518,12:07:17.573981
582.417878,+0126578,-0252615,582.417878,+0126578,-0252615,12:07:17.574976
582.427874,+0125868,-0253036,582.427874,+0125868,-0253036,12:07:17.574976
582.437871,+0126570,-0253140,582.437871,+0126570,-0253140,12:07:17.618122
582.447901,+0126375,-0252590,582.447901,+0126375,-0252590,12:07:17.619407
582.457897,+0126156,-0253288,582.457897,+0126156,-0253288,12:07:17.620420
582.467891,+0126895,-0252547,582.467891,+0126895,-0252547,12:07:17.620420
582.477887,+0126097,-0252948,582.477887,+0126097,-0252948,12:07:17.620420
582.487885,+0126964,-0253013,582.487885,+0126964,-0253013,12:07:17.664847
582.497917,+0126536,-0252403,582.497917,+0126536,-0252403,12:07:17.664847
582.507940,+0126429,-0253224,582.507940,+0126429,-0253224,12:07:17.664847
582.517951,+0127420,-0252257,582.517951,+0127420,-0252257,12:07:17.664847
582.527947,+0126797,-0252600,582.527947,+0126797,-0252600,12:07:17.711748
582.537998,+0127754,-0252626,582.537998,+0127754,-0252626,12:07:17.711748
582.548031,+0127810,-0251834,582.548031,+0127810,-0251834,12:07:17.712768
582.558025,+0127788,-0252713,582.558025,+0127788,-0252713,12:07:17.712768
582.568021,+0128552,-0251894,582.568021,+0128552,-0251894,12:07:17.712768
582.578018,+0127679,-0252141,582.578018,+0127679,-0252141,12:07:17.759834
582.588051,+0128455,-0252222,582.588051,+0128455,-0252222,12:07:17.759834
582.598051,+0128357,-0251467,582.598051,+0128357,-0251467,12:07:17.760833
582.608072,+0128177,-0252377,582.608072,+0128177,-0252377,12:07:17.760833
582.618093,+0128871,-0251617,582.618093,+0128871,-0251617,12:07:17.760833
582.628094,+0128030,-0252002,582.628094,+0128030,-0252002,12:07:17.806897
582.638126,+0128712,-0252162,582.638126,+0128712,-0252162,12:07:17.806897
582.648123,+0128542,-0251316,582.648123,+0128542,-0251316,12:07:17.806897
582.658119,+0128300,-0252210,582.658119,+0128300,-0252210,12:07:17.807892
582.668115,+0129082,-0251481,582.668115,+0129082,-0251481,12:07:17.851358
582.678197,+0128265,-0251815,582.678197,+0128265,-0251815,12:07:17.852358
582.688219,+0128813,-0251906,582.688219,+0128813,-0251906,12:07:17.852358
582.698216,+0128838,-0251278,582.698216,+0128838,-0251278,12:07:17.853352
582.708212,+0128465,-0252196,582.708212,+0128465,-0252196,12:07:17.853352
582.718237,+0129258,-0251483,582.718237,+0129258,-0251483,12:07:17.899091
582.728280,+0128366,-0251751,582.728280,+0128366,-0251751,12:07:17.900086
582.738279,+0129064,-0251976,582.738279,+0129064,-0251976,12:07:17.900086
582.748278,+0128891,-0251216,582.748278,+0128891,-0251216,12:07:17.900086
582.758278,+0128539,-0252157,582.758278,+0128539,-0252157,12:07:17.900086
582.768281,+0129286,-0251352,582.768281,+0129286,-0251352,12:07:17.945080
582.778312,+0128504,-0251498,582.778312,+0128504,-0251498,12:07:17.947079
582.788311,+0129171,-0251808,582.788311,+0129171,-0251808,12:07:17.947079
582.798307,+0129035,-0251074,582.798307,+0129035,-0251074,12:07:17.947079
582.808306,+0128683,-0251996,582.808306,+0128683,-0251996,12:07:17.991762
582.818407,+0129464,-0251366,582.818407,+0129464,-0251366,12:07:17.992757
582.828432,+0128688,-0251623,582.828432,+0128688,-0251623,12:07:17.993757
582.838426,+0129058,-0251853,582.838426,+0129058,-0251853,12:07:17.993757
582.848422,+0129142,-0251174,582.848422,+0129142,-0251174,12:07:17.993757
582.858416,+0128575,-0251888,582.858416,+0128575,-0251888,12:07:18.039123
582.868449,+0129545,-0251274,582.868449,+0129545,-0251274,12:07:18.040120
582.878452,+0128547,-0251647,582.878452,+0128547,-0251647,12:07:18.040120
582.888449,+0129114,-0251817,582.888449,+0129114,-0251817,12:07:18.040120
582.898446,+0129048,-0251022,582.898446,+0129048,-0251022,12:07:18.040120
582.908444,+0128718,-0252042,582.908444,+0128718,-0252042,12:07:18.086176
582.918498,+0129612,-0251354,582.918498,+0129612,-0251354,12:07:18.087175
582.928523,+0128597,-0251482,582.928523,+0128597,-0251482,12:07:18.087175
582.938525,+0129076,-0251911,582.938525,+0129076,-0251911,12:07:18.087175
582.948521,+0129085,-0251162,582.948521,+0129085,-0251162,12:07:18.132344
582.958572,+0128682,-0251993,582.958572,+0128682,-0251993,12:07:18.133342
582.968608,+0129482,-0251200,582.968608,+0129482,-0251200,12:07:18.134341
582.978604,+0128511,-0251532,582.978604,+0128511,-0251532,12:07:18.134341
582.988600,+0129067,-0251786,582.988600,+0129067,-0251786,12:07:18.134341
582.998597,+0129166,-0251142,582.998597,+0129166,-0251142,12:07:18.180543
583.008629,+0128694,-0252016,583.008629,+0128694,-0252016,12:07:18.180543
583.018664,+0129559,-0251357,583.018664,+0129559,-0251357,12:07:18.181542
583.028681,+0128731,-0251519,583.028681,+0128731,-0251519,12:07:18.181542
583.038682,+0129111,-0251930,583.038682,+0129111,-0251930,12:07:18.182907
583.048676,+0129159,-0251046,583.048676,+0129159,-0251046,12:07:18.225221
583.058710,+0128730,-0251935,583.058710,+0128730,-0251935,12:07:18.226349
583.068716,+0129513,-0251371,583.068716,+0129513,-0251371,12:07:18.226349
583.078713,+0128584,-0251520,583.078713,+0128584,-0251520,12:07:18.226349
583.088707,+0129182,-0251909,583.088707,+0129182,-0251909,12:07:18.271773
583.098767,+0129347,-0251118,583.098767,+0129347,-0251118,12:07:18.271773
583.108777,+0128676,-0251943,583.108777,+0128676,-0251943,12:07:18.271773
583.118793,+0129617,-0251246,583.118793,+0129617,-0251246,12:07:18.271773
583.128813,+0128743,-0251456,583.128813,+0128743,-0251456,12:07:18.273293
583.138810,+0129132,-0251880,583.138810,+0129132,-0251880,12:07:18.319021
583.148842,+0129050,-0251134,583.148842,+0129050,-0251134,12:07:18.319021
583.158839,+0128470,-0251849,583.158839,+0128470,-0251849,12:07:18.320025
583.168833,+0129484,-0251297,583.168833,+0129484,-0251297,12:07:18.320025
583.178827,+0128700,-0251421,583.178827,+0128700,-0251421,12:07:18.320025
583.188821,+0129158,-0251847,583.188821,+0129158,-0251847,12:07:18.366814
583.198851,+0129156,-0251090,583.198851,+0129156,-0251090,12:07:18.366814
583.208854,+0128755,-0252031,583.208854,+0128755,-0252031,12:07:18.366814
583.218848,+0129537,-0251232,583.218848,+0129537,-0251232,12:07:18.366814
583.228869,+0128682,-0251516,583.228869,+0128682,-0251516,12:07:18.415415
583.238936,+0129128,-0251870,583.238936,+0129128,-0251870,12:07:18.415415
583.248961,+0129165,-0251015,583.248961,+0129165,-0251015,12:07:18.415415
583.258960,+0128527,-0252055,583.258960,+0128527,-0252055,12:07:18.415415
583.268958,+0129497,-0251316,583.268958,+0129497,-0251316,12:07:18.416403
583.278952,+0128803,-0251447,583.278952,+0128803,-0251447,12:07:18.461439
583.288983,+0129024,-0251972,583.288983,+0129024,-0251972,12:07:18.461439
583.298981,+0129322,-0251008,583.298981,+0129322,-0251008,12:07:18.461439
583.308978,+0128569,-0251902,583.308978,+0128569,-0251902,12:07:18.461439
583.318982,+0129548,-0251327,583.318982,+0129548,-0251327,12:07:18.461439
583.329007,+0128808,-0251462,583.329007,+0128808,-0251462,12:07:18.508171
583.339068,+0129016,-0252029,583.339068,+0129016,-0252029,12:07:18.508171
583.349065,+0129075,-0251109,583.349065,+0129075,-0251109,12:07:18.508171
583.359062,+0128590,-0251914,583.359062,+0128590,-0251914,12:07:18.508171
583.369056,+0129437,-0251467,583.369056,+0129437,-0251467,12:07:18.508171
583.379055,+0128755,-0251486,583.379055,+0128755,-0251486,12:07:18.556529
583.389090,+0128949,-0251863,583.389090,+0128949,-0251863,12:07:18.556529
583.399089,+0129311,-0251077,583.399089,+0129311,-0251077,12:07:18.557525
583.409089,+0128736,-0251865,583.409089,+0128736,-0251865,12:07:18.557525
583.419085,+0129691,-0251319,583.419085,+0129691,-0251319,12:07:18.603763
583.429153,+0128985,-0251377,583.429153,+0128985,-0251377,12:07:18.603763
583.439173,+0129292,-0251849,583.439173,+0129292,-0251849,12:07:18.603763
